File,Label
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (239).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (248).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (264).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (247).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (249).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (312).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (296).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (31).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (288).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (305).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (297).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (286).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (311).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (284).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (32).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (301).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (283).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (294).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (308).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (289).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (292).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (309).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (314).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (317).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (303).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (302).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (306).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (298).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (313).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (3).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (287).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (282).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (319).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (304).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (310).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (280).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (318).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (307).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (295).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (316).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (281).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (29).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (333).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (332).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (321).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (337).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (35).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (338).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (325).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (328).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (345).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (361).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (359).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (329).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (348).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (334).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (357).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (323).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (324).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (363).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (327).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (362).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (33).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (347).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (350).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (356).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (354).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (349).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (355).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (360).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (339).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (353).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (358).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (341).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (352).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (36).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (351).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (335).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (343).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (344).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (340).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (326).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (372).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (40).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (379).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (376).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (384).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (366).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (399).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (394).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (39).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (389).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (380).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (37).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (391).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (386).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (377).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (387).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (41).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (381).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (368).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (4).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (373).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (388).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (370).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (367).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (390).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (405).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (401).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (395).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (409).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (396).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (369).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (397).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (378).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (371).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (404).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (403).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (365).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (74).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (50).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (59).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (46).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (81).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (45).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (79).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (84).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (60).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (72).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (52).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (86).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (70).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (82).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (83).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (48).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (75).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (53).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (62).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (54).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (58).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (78).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (56).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (69).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (67).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (44).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (51).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (43).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (49).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (71).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (57).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (68).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (63).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (61).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (80).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (76).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (8).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (47).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (65).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (42).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (66).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (6).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (73).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (77).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (98).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (97).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (95).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (88).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (9).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (94).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (89).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (87).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (90).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/train/Phising/Phish (93).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (123).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (113).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (102).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (107).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (101).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (112).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (132).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (136).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (164).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (145).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (142).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (180).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (204).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (190).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (201).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (193).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (242).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (217).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (211).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (254).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (260).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (273).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (256).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (314).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (303).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (326).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (310).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (338).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (339).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (307).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (330).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (325).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (377).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (383).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (362).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (384).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (381).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (40).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (398).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (418).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (457).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (468).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (440).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (474).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (504).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (498).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (515).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (516).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (552).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (537).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (529).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (568).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (72).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (85).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (71).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (83).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/UnPhising/Unphish (77).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (145).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (13).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (134).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (102).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (107).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (112).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (100).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (127).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (166).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (185).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (164).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (205).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (218).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (224).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (208).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (245).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (274).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (246).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (290).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (300).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (291).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (285).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (299).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (330).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (336).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (342).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (322).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (364).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (34).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (406).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (392).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (374).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (393).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (385).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (64).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (85).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (55).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (7).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (5).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (99).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (96).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/validation/Phising/Phish (91).jpg,Phising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (115).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (119).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (109).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (133).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (137).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (162).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (143).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (141).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (208).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (177).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (20).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (172).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (181).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (185).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (243).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (224).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (227).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (212).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (246).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (249).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (229).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (218).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (277).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (268).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (265).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (291).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (275).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (335).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (299).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (309).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (358).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (356).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (37).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (371).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (370).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (365).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (382).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (343).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (43).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (409).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (430).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (420).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (391).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (412).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (441).jpg,UnPhising
/content/gdrive/MyDrive/dataset_phishing/test/UnPhising/Unphish (453).jpg,UnPhising
